"p, q, n, Phi, e, k, d",Totient,Binary Totient,# Hot Bits,Transparency Percentage
"[101, 193, 19493, 19200, 257, 24, 1793]",19200,0b100101100000000,4,1.65
"[101, 193, 19493, 19200, 65537, 32335, 9473]",19200,0b100101100000000,4,1.65
"[29, 89, 2581, 2464, 17, 1, 145]",2464,0b100110100000,4,1.63
"[29, 89, 2581, 2464, 257, 177, 1697]",2464,0b100110100000,4,1.63
"[29, 89, 2581, 2464, 65537, 48541, 1825]",2464,0b100110100000,4,1.63
"[7, 53, 371, 312, 3, 1, 416]",312,0b100111000,4,1.62
"[31, 97, 3007, 2880, 17, 12, 2033]",2880,0b101101000000,4,1.6
"[53, 97, 5141, 4992, 17, 3, 881]",4992,0b1001110000000,4,1.6
"[5, 151, 755, 600, 5, 1, 840]",600,0b1001011000,4,1.59
"[5, 151, 755, 600, 17, 10, 353]",600,0b1001011000,4,1.59
"[5, 151, 755, 600, 257, 254, 593]",600,0b1001011000,4,1.59
"[5, 151, 755, 600, 65537, 51665, 473]",600,0b1001011000,4,1.59
"[11, 137, 1507, 1360, 17, 1, 1520]",1360,0b10101010000,4,1.59
"[11, 137, 1507, 1360, 257, 233, 1233]",1360,0b10101010000,4,1.59
"[11, 137, 1507, 1360, 65537, 59417, 1233]",1360,0b10101010000,4,1.59
"[17, 179, 3043, 2848, 17, 15, 2513]",2848,0b101100100000,4,1.58
"[17, 179, 3043, 2848, 257, 208, 2305]",2848,0b101100100000,4,1.58
"[17, 179, 3043, 2848, 65537, 45678, 1985]",2848,0b101100100000,4,1.58
"[29, 353, 10237, 9856, 257, 237, 9089]",9856,0b10011010000000,4,1.58
"[29, 353, 10237, 9856, 65537, 61288, 9217]",9856,0b10011010000000,4,1.58
"[13, 401, 5213, 4800, 17, 14, 3953]",4800,0b1001011000000,4,1.57
"[13, 401, 5213, 4800, 257, 96, 1793]",4800,0b1001011000000,4,1.57
"[13, 401, 5213, 4800, 65537, 63803, 4673]",4800,0b1001011000000,4,1.57
"[19, 41, 779, 720, 5, 1, 864]",720,0b1011010000,4,1.54
"[5, 79, 395, 312, 3, 1, 416]",312,0b100111000,4,1.52
"[41, 241, 9881, 9600, 17, 7, 3953]",9600,0b10010110000000,4,1.52
"[41, 241, 9881, 9600, 257, 48, 1793]",9600,0b10010110000000,4,1.52
"[41, 241, 9881, 9600, 65537, 64670, 9473]",9600,0b10010110000000,4,1.52
"[11, 73, 803, 720, 5, 1, 864]",720,0b1011010000,4,1.5
"[17, 47, 799, 736, 5, 4, 589]",736,0b1011100000,4,1.5
"[199, 257, 51143, 50688, 257, 196, 38657]",50688,0b1100011000000000,4,1.5
"[199, 257, 51143, 50688, 65537, 19199, 14849]",50688,0b1100011000000000,4,1.5
"[13, 31, 403, 360, 3, 1, 480]",360,0b101101000,4,1.49
"[89, 113, 10057, 9856, 17, 13, 7537]",9856,0b10011010000000,4,1.49
"[89, 113, 10057, 9856, 257, 237, 9089]",9856,0b10011010000000,4,1.49
"[89, 113, 10057, 9856, 65537, 61288, 9217]",9856,0b10011010000000,4,1.49
"[11, 37, 407, 360, 3, 1, 480]",360,0b101101000,4,1.48
"[67, 97, 6499, 6336, 257, 26, 641]",6336,0b1100011000000,4,1.48
"[67, 97, 6499, 6336, 65537, 22518, 2177]",6336,0b1100011000000,4,1.48
"[67, 193, 12931, 12672, 257, 13, 641]",12672,0b11000110000000,4,1.48
"[67, 193, 12931, 12672, 65537, 11259, 2177]",12672,0b11000110000000,4,1.48
"[89, 449, 39961, 39424, 257, 252, 38657]",39424,0b1001101000000000,4,1.46
"[89, 449, 39961, 39424, 65537, 15322, 9217]",39424,0b1001101000000000,4,1.46
"[37, 41, 1517, 1440, 5, 1, 1728]",1440,0b10110100000,4,1.45
"[5, 167, 835, 664, 5, 1, 133]",664,0b1010011000,4,1.44
"[5, 167, 835, 664, 17, 16, 625]",664,0b1010011000,4,1.44
"[5, 167, 835, 664, 257, 245, 633]",664,0b1010011000,4,1.44
"[5, 167, 835, 664, 65537, 33262, 337]",664,0b1010011000,4,1.44
"[19, 353, 6707, 6336, 257, 26, 641]",6336,0b1100011000000,4,1.43
"[19, 353, 6707, 6336, 65537, 22518, 2177]",6336,0b1100011000000,4,1.43
"[23, 73, 1679, 1584, 17, 11, 1025]",1584,0b11000110000,4,1.43
"[23, 73, 1679, 1584, 257, 104, 641]",1584,0b11000110000,4,1.43
"[23, 73, 1679, 1584, 65537, 24535, 593]",1584,0b11000110000,4,1.43
"[97, 401, 38897, 38400, 257, 12, 1793]",38400,0b1001011000000000,4,1.43
"[97, 401, 38897, 38400, 65537, 48936, 28673]",38400,0b1001011000000000,4,1.43
"[17, 199, 3383, 3168, 17, 14, 2609]",3168,0b110001100000,4,1.42
"[17, 199, 3383, 3168, 257, 52, 641]",3168,0b110001100000,4,1.42
"[17, 199, 3383, 3168, 65537, 45036, 2177]",3168,0b110001100000,4,1.42
"[19, 89, 1691, 1584, 17, 11, 1025]",1584,0b11000110000,4,1.42
"[19, 89, 1691, 1584, 257, 104, 641]",1584,0b11000110000,4,1.42
"[19, 89, 1691, 1584, 65537, 24535, 593]",1584,0b11000110000,4,1.42
"[193, 401, 77393, 76800, 257, 6, 1793]",76800,0b10010110000000000,4,1.42
"[193, 401, 77393, 76800, 65537, 24468, 28673]",76800,0b10010110000000000,4,1.42
"[211, 257, 54227, 53760, 257, 82, 17153]",53760,0b1101001000000000,4,1.42
"[211, 257, 54227, 53760, 65537, 6867, 5633]",53760,0b1101001000000000,4,1.42
"[5, 313, 1565, 1248, 5, 3, 749]",1248,0b10011100000,4,1.41
"[7, 61, 427, 360, 3, 1, 480]",360,0b101101000,4,1.41
"[23, 37, 851, 792, 5, 2, 317]",792,0b1100011000,4,1.41
"[23, 37, 851, 792, 17, 5, 233]",792,0b1100011000,4,1.41
"[23, 37, 851, 792, 257, 208, 641]",792,0b1100011000,4,1.41
"[23, 37, 851, 792, 65537, 49070, 593]",792,0b1100011000,4,1.41
"[71, 193, 13703, 13440, 257, 71, 3713]",13440,0b11010010000000,4,1.4
"[71, 193, 13703, 13440, 65537, 27468, 5633]",13440,0b11010010000000,4,1.4
"[113, 353, 39889, 39424, 257, 252, 38657]",39424,0b1001101000000000,4,1.4
"[113, 353, 39889, 39424, 65537, 15322, 9217]",39424,0b1001101000000000,4,1.4
"[41, 137, 5617, 5440, 17, 1, 5760]",5440,0b1010101000000,4,1.39
"[41, 137, 5617, 5440, 257, 251, 5313]",5440,0b1010101000000,4,1.39
"[41, 137, 5617, 5440, 65537, 64007, 5313]",5440,0b1010101000000,4,1.39
"[61, 97, 5917, 5760, 17, 6, 2033]",5760,0b1011010000000,4,1.39
"[71, 97, 6887, 6720, 257, 142, 3713]",6720,0b1101001000000,4,1.39
"[71, 97, 6887, 6720, 65537, 54936, 5633]",6720,0b1101001000000,4,1.39
"[13, 67, 871, 792, 5, 2, 317]",792,0b1100011000,4,1.38
"[13, 67, 871, 792, 17, 5, 233]",792,0b1100011000,4,1.38
"[13, 67, 871, 792, 257, 208, 641]",792,0b1100011000,4,1.38
"[13, 67, 871, 792, 65537, 49070, 593]",792,0b1100011000,4,1.38
"[19, 23, 437, 396, 3, 1, 528]",396,0b110001100,4,1.38
"[19, 23, 437, 396, 5, 4, 317]",396,0b110001100,4,1.38
"[19, 23, 437, 396, 17, 10, 233]",396,0b110001100,4,1.38
"[19, 23, 437, 396, 257, 159, 245]",396,0b110001100,4,1.38
"[19, 23, 437, 396, 65537, 32603, 197]",396,0b110001100,4,1.38
"[31, 449, 13919, 13440, 257, 71, 3713]",13440,0b11010010000000,4,1.38
"[31, 449, 13919, 13440, 65537, 27468, 5633]",13440,0b11010010000000,4,1.38
"[31, 113, 3503, 3360, 17, 3, 593]",3360,0b110100100000,4,1.37
"[31, 113, 3503, 3360, 257, 27, 353]",3360,0b110100100000,4,1.37
"[31, 113, 3503, 3360, 65537, 44335, 2273]",3360,0b110100100000,4,1.37
"[41, 43, 1763, 1680, 17, 6, 593]",1680,0b11010010000,4,1.36
"[41, 43, 1763, 1680, 257, 54, 353]",1680,0b11010010000,4,1.36
"[41, 43, 1763, 1680, 65537, 23133, 593]",1680,0b11010010000,4,1.36
"[353, 449, 158497, 157696, 257, 63, 38657]",157696,0b100110100000000000,4,1.35
"[353, 449, 158497, 157696, 65537, 36599, 88065]",157696,0b100110100000000000,4,1.35
"[5, 179, 895, 712, 5, 2, 285]",712,0b1011001000,4,1.34
"[5, 179, 895, 712, 17, 9, 377]",712,0b1011001000,4,1.34
"[5, 179, 895, 712, 257, 61, 169]",712,0b1011001000,4,1.34
"[5, 179, 895, 712, 65537, 51638, 561]",712,0b1011001000,4,1.34
"[17, 211, 3587, 3360, 17, 3, 593]",3360,0b110100100000,4,1.34
"[17, 211, 3587, 3360, 257, 27, 353]",3360,0b110100100000,4,1.34
"[17, 211, 3587, 3360, 65537, 44335, 2273]",3360,0b110100100000,4,1.34
"[29, 31, 899, 840, 5, 1, 1008]",840,0b1101001000,4,1.34
"[29, 31, 899, 840, 17, 12, 593]",840,0b1101001000,4,1.34
"[29, 31, 899, 840, 257, 108, 353]",840,0b1101001000,4,1.34
"[29, 31, 899, 840, 65537, 46266, 593]",840,0b1101001000,4,1.34
"[3, 151, 453, 300, 3, 1, 500]",300,0b100101100,4,1.33
"[3, 151, 453, 300, 5, 1, 480]",300,0b100101100,4,1.33
"[3, 151, 453, 300, 17, 3, 53]",300,0b100101100,4,1.33
"[3, 151, 453, 300, 257, 251, 293]",300,0b100101100,4,1.33
"[3, 151, 453, 300, 65537, 37793, 173]",300,0b100101100,4,1.33
"[227, 257, 58339, 57856, 257, 58, 13057]",57856,0b1110001000000000,4,1.32
"[227, 257, 58339, 57856, 65537, 2901, 2561]",57856,0b1110001000000000,4,1.32
"[19, 193, 3667, 3456, 17, 10, 2033]",3456,0b110110000000,4,1.31
"[11, 337, 3707, 3360, 17, 3, 593]",3360,0b110100100000,4,1.3
"[11, 337, 3707, 3360, 257, 27, 353]",3360,0b110100100000,4,1.3
"[11, 337, 3707, 3360, 65537, 44335, 2273]",3360,0b110100100000,4,1.3
"[13, 71, 923, 840, 5, 1, 1008]",840,0b1101001000,4,1.3
"[13, 71, 923, 840, 17, 12, 593]",840,0b1101001000,4,1.3
"[13, 71, 923, 840, 257, 108, 353]",840,0b1101001000,4,1.3
"[13, 71, 923, 840, 65537, 46266, 593]",840,0b1101001000,4,1.3
"[3, 157, 471, 312, 3, 1, 520]",312,0b100111000,4,1.28
"[3, 313, 939, 624, 5, 1, 125]",624,0b1001110000,4,1.28
"[7, 67, 469, 396, 3, 1, 528]",396,0b110001100,4,1.28
"[7, 67, 469, 396, 5, 4, 317]",396,0b110001100,4,1.28
"[7, 67, 469, 396, 17, 10, 233]",396,0b110001100,4,1.28
"[7, 67, 469, 396, 257, 159, 245]",396,0b110001100,4,1.28
"[7, 67, 469, 396, 65537, 32603, 197]",396,0b110001100,4,1.28
"[37, 89, 3293, 3168, 17, 14, 2609]",3168,0b110001100000,4,1.28
"[37, 89, 3293, 3168, 257, 52, 641]",3168,0b110001100000,4,1.28
"[37, 89, 3293, 3168, 65537, 45036, 2177]",3168,0b110001100000,4,1.28
"[11, 43, 473, 420, 3, 1, 560]",420,0b110100100,4,1.27
"[11, 43, 473, 420, 5, 1, 504]",420,0b110100100,4,1.27
"[11, 43, 473, 420, 17, 7, 173]",420,0b110100100,4,1.27
"[11, 43, 473, 420, 257, 216, 353]",420,0b110100100,4,1.27
"[11, 43, 473, 420, 65537, 26995, 173]",420,0b110100100,4,1.27
"[257, 397, 102029, 101376, 257, 98, 38657]",101376,0b11000110000000000,4,1.26
"[257, 397, 102029, 101376, 65537, 42368, 65537]",101376,0b11000110000000000,4,1.26
"[7, 137, 959, 816, 5, 4, 653]",816,0b1100110000,4,1.25
"[13, 37, 481, 432, 3, 1, 576]",432,0b110110000,4,1.25
"[13, 137, 1781, 1632, 5, 2, 653]",1632,0b11001100000,4,1.24
"[17, 227, 3859, 3616, 17, 7, 1489]",3616,0b111000100000,4,1.24
"[17, 227, 3859, 3616, 257, 157, 2209]",3616,0b111000100000,4,1.24
"[17, 227, 3859, 3616, 65537, 46416, 2561]",3616,0b111000100000,4,1.24
"[29, 61, 1769, 1680, 5, 1, 2016]",1680,0b11010010000,4,1.24
"[29, 61, 1769, 1680, 17, 6, 593]",1680,0b11010010000,4,1.24
"[29, 61, 1769, 1680, 257, 54, 353]",1680,0b11010010000,4,1.24
"[29, 61, 1769, 1680, 65537, 23133, 593]",1680,0b11010010000,4,1.24
"[37, 353, 13061, 12672, 257, 13, 641]",12672,0b11000110000000,4,1.24
"[37, 353, 13061, 12672, 65537, 11259, 2177]",12672,0b11000110000000,4,1.24
"[7, 281, 1967, 1680, 17, 6, 593]",1680,0b11010010000,4,1.22
"[7, 281, 1967, 1680, 257, 54, 353]",1680,0b11010010000,4,1.22
"[7, 281, 1967, 1680, 65537, 23133, 593]",1680,0b11010010000,4,1.22
"[17, 397, 6749, 6336, 17, 7, 2609]",6336,0b1100011000000,4,1.22
"[17, 397, 6749, 6336, 257, 26, 641]",6336,0b1100011000000,4,1.22
"[17, 397, 6749, 6336, 65537, 22518, 2177]",6336,0b1100011000000,4,1.22
"[97, 241, 23377, 23040, 17, 10, 13553]",23040,0b101101000000000,4,1.22
"[5, 199, 995, 792, 5, 2, 317]",792,0b1100011000,4,1.21
"[5, 199, 995, 792, 17, 5, 233]",792,0b1100011000,4,1.21
"[5, 199, 995, 792, 257, 208, 641]",792,0b1100011000,4,1.21
"[5, 199, 995, 792, 65537, 49070, 593]",792,0b1100011000,4,1.21
"[7, 71, 497, 420, 3, 1, 560]",420,0b110100100,4,1.21
"[7, 71, 497, 420, 5, 1, 504]",420,0b110100100,4,1.21
"[7, 71, 497, 420, 17, 7, 173]",420,0b110100100,4,1.21
"[7, 71, 497, 420, 257, 216, 353]",420,0b110100100,4,1.21
"[7, 71, 497, 420, 65537, 26995, 173]",420,0b110100100,4,1.21
"[3, 167, 501, 332, 3, 1, 111]",332,0b101001100,4,1.2
"[3, 167, 501, 332, 5, 2, 133]",332,0b101001100,4,1.2
"[3, 167, 501, 332, 17, 15, 293]",332,0b101001100,4,1.2
"[3, 167, 501, 332, 257, 233, 301]",332,0b101001100,4,1.2
"[3, 167, 501, 332, 65537, 987, 5]",332,0b101001100,4,1.2
"[17, 59, 1003, 928, 5, 3, 557]",928,0b1110100000,4,1.2
"[73, 89, 6497, 6336, 17, 7, 2609]",6336,0b1100011000000,4,1.2
"[73, 89, 6497, 6336, 257, 26, 641]",6336,0b1100011000000,4,1.2
"[73, 89, 6497, 6336, 65537, 22518, 2177]",6336,0b1100011000000,4,1.2
"[17, 109, 1853, 1728, 5, 3, 1037]",1728,0b11011000000,4,1.19
"[61, 113, 6893, 6720, 17, 10, 3953]",6720,0b1101001000000,4,1.19
"[61, 113, 6893, 6720, 257, 142, 3713]",6720,0b1101001000000,4,1.19
"[61, 113, 6893, 6720, 65537, 54936, 5633]",6720,0b1101001000000,4,1.19
"[7, 73, 511, 432, 3, 1, 576]",432,0b110110000,4,1.18
"[61, 449, 27389, 26880, 257, 164, 17153]",26880,0b110100100000000,4,1.18
"[61, 449, 27389, 26880, 65537, 13734, 5633]",26880,0b110100100000000,4,1.18
"[257, 421, 108197, 107520, 257, 41, 17153]",107520,0b11010010000000000,4,1.18
"[257, 421, 108197, 107520, 65537, 36202, 59393]",107520,0b11010010000000000,4,1.18
"[5, 103, 515, 408, 3, 1, 544]",408,0b110011000,4,1.17
"[29, 241, 6989, 6720, 17, 10, 3953]",6720,0b1101001000000,4,1.17
"[29, 241, 6989, 6720, 257, 142, 3713]",6720,0b1101001000000,4,1.17
"[29, 241, 6989, 6720, 65537, 54936, 5633]",6720,0b1101001000000,4,1.17
"[3, 173, 519, 344, 3, 1, 115]",344,0b101011000,4,1.16
"[13, 281, 3653, 3360, 17, 3, 593]",3360,0b110100100000,4,1.15
"[13, 281, 3653, 3360, 257, 27, 353]",3360,0b110100100000,4,1.15
"[13, 281, 3653, 3360, 65537, 44335, 2273]",3360,0b110100100000,4,1.15
"[17, 421, 7157, 6720, 17, 10, 3953]",6720,0b1101001000000,4,1.15
"[17, 421, 7157, 6720, 257, 142, 3713]",6720,0b1101001000000,4,1.15
"[17, 421, 7157, 6720, 65537, 54936, 5633]",6720,0b1101001000000,4,1.15
"[37, 193, 7141, 6912, 17, 5, 2033]",6912,0b1101100000000,4,1.15
"[5, 211, 1055, 840, 5, 1, 1176]",840,0b1101001000,4,1.14
"[5, 211, 1055, 840, 17, 12, 593]",840,0b1101001000,4,1.14
"[5, 211, 1055, 840, 257, 108, 353]",840,0b1101001000,4,1.14
"[5, 211, 1055, 840, 65537, 46266, 593]",840,0b1101001000,4,1.14
"[17, 31, 527, 480, 3, 1, 640]",480,0b111100000,4,1.14
"[73, 353, 25769, 25344, 257, 135, 13313]",25344,0b110001100000000,4,1.14
"[73, 353, 25769, 25344, 65537, 38398, 14849]",25344,0b110001100000000,4,1.14
"[11, 97, 1067, 960, 5, 1, 1152]",960,0b1111000000,4,1.13
"[13, 41, 533, 480, 3, 1, 640]",480,0b111100000,4,1.13
"[97, 137, 13289, 13056, 17, 1, 13824]",13056,0b11001100000000,4,1.13
"[3, 179, 537, 356, 3, 1, 119]",356,0b101100100,4,1.12
"[3, 179, 537, 356, 5, 4, 285]",356,0b101100100,4,1.12
"[3, 179, 537, 356, 17, 1, 21]",356,0b101100100,4,1.12
"[3, 179, 537, 356, 257, 122, 169]",356,0b101100100,4,1.12
"[3, 179, 537, 356, 65537, 37739, 205]",356,0b101100100,4,1.12
"[5, 107, 535, 424, 3, 2, 283]",424,0b110101000,4,1.12
"[3, 181, 543, 360, 3, 1, 600]",360,0b101101000,4,1.11
"[5, 397, 1985, 1584, 5, 1, 317]",1584,0b11000110000,4,1.11
"[5, 397, 1985, 1584, 17, 11, 1025]",1584,0b11000110000,4,1.11
"[5, 397, 1985, 1584, 257, 104, 641]",1584,0b11000110000,4,1.11
"[5, 397, 1985, 1584, 65537, 24535, 593]",1584,0b11000110000,4,1.11
"[5, 109, 545, 432, 3, 1, 576]",432,0b110110000,4,1.1
"[257, 271, 69647, 69120, 257, 178, 47873]",69120,0b10000111000000000,4,1.1
"[257, 271, 69647, 69120, 65537, 5341, 5633]",69120,0b10000111000000000,4,1.1
"[41, 337, 13817, 13440, 17, 5, 3953]",13440,0b11010010000000,4,1.09
"[41, 337, 13817, 13440, 257, 71, 3713]",13440,0b11010010000000,4,1.09
"[41, 337, 13817, 13440, 65537, 27468, 5633]",13440,0b11010010000000,4,1.09
"[5, 409, 2045, 1632, 5, 2, 653]",1632,0b11001100000,4,1.08
"[97, 281, 27257, 26880, 257, 164, 17153]",26880,0b110100100000000,4,1.08
"[97, 281, 27257, 26880, 65537, 13734, 5633]",26880,0b110100100000000,4,1.08
"[193, 281, 54233, 53760, 257, 82, 17153]",53760,0b1101001000000000,4,1.07
"[193, 281, 54233, 53760, 65537, 6867, 5633]",53760,0b1101001000000000,4,1.07
"[5, 227, 1135, 904, 5, 1, 181]",904,0b1110001000,4,1.06
"[5, 227, 1135, 904, 17, 11, 585]",904,0b1110001000,4,1.06
"[5, 227, 1135, 904, 257, 114, 401]",904,0b1110001000,4,1.06
"[5, 227, 1135, 904, 65537, 54590, 753]",904,0b1110001000,4,1.06
"[31, 73, 2263, 2160, 17, 16, 2033]",2160,0b100001110000,4,1.06
"[31, 73, 2263, 2160, 257, 42, 353]",2160,0b100001110000,4,1.06
"[31, 73, 2263, 2160, 65537, 39838, 1313]",2160,0b100001110000,4,1.06
"[73, 193, 14089, 13824, 17, 11, 8945]",13824,0b11011000000000,4,1.06
"[257, 283, 72731, 72192, 257, 72, 20225]",72192,0b10001101000000000,4,1.06
"[257, 283, 72731, 72192, 65537, 30213, 33281]",72192,0b10001101000000000,4,1.06
"[5, 421, 2105, 1680, 5, 1, 2352]",1680,0b11010010000,4,1.05
"[5, 421, 2105, 1680, 17, 6, 593]",1680,0b11010010000,4,1.05
"[5, 421, 2105, 1680, 257, 54, 353]",1680,0b11010010000,4,1.05
"[5, 421, 2105, 1680, 65537, 23133, 593]",1680,0b11010010000,4,1.05
"[19, 241, 4579, 4320, 17, 8, 2033]",4320,0b1000011100000,4,1.05
"[19, 241, 4579, 4320, 257, 21, 353]",4320,0b1000011100000,4,1.05
"[19, 241, 4579, 4320, 65537, 19919, 1313]",4320,0b1000011100000,4,1.05
"[31, 37, 1147, 1080, 5, 1, 1296]",1080,0b10000111000,4,1.05
"[31, 37, 1147, 1080, 17, 15, 953]",1080,0b10000111000,4,1.05
"[31, 37, 1147, 1080, 257, 84, 353]",1080,0b10000111000,4,1.05
"[31, 37, 1147, 1080, 65537, 14139, 233]",1080,0b10000111000,4,1.05
"[113, 241, 27233, 26880, 17, 11, 17393]",26880,0b110100100000000,4,1.05
"[113, 241, 27233, 26880, 257, 164, 17153]",26880,0b110100100000000,4,1.05
"[113, 241, 27233, 26880, 65537, 13734, 5633]",26880,0b110100100000000,4,1.05
"[17, 271, 4607, 4320, 17, 8, 2033]",4320,0b1000011100000,4,1.04
"[17, 271, 4607, 4320, 257, 21, 353]",4320,0b1000011100000,4,1.04
"[17, 271, 4607, 4320, 65537, 19919, 1313]",4320,0b1000011100000,4,1.04
"[19, 61, 1159, 1080, 5, 1, 1296]",1080,0b10000111000,4,1.04
"[19, 61, 1159, 1080, 17, 15, 953]",1080,0b10000111000,4,1.04
"[19, 61, 1159, 1080, 257, 84, 353]",1080,0b10000111000,4,1.04
"[19, 61, 1159, 1080, 65537, 14139, 233]",1080,0b10000111000,4,1.04
"[5, 433, 2165, 1728, 5, 3, 1037]",1728,0b11011000000,4,1.02
"[19, 31, 589, 540, 3, 1, 720]",540,0b1000011100,4,1.02
"[19, 31, 589, 540, 5, 1, 648]",540,0b1000011100,4,1.02
"[19, 31, 589, 540, 17, 13, 413]",540,0b1000011100,4,1.02
