"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[5, 17, 85, 64, 2767, 2032, 47]",85,64,2767,7.14
"[5, 17, 85, 64, 2777, 1779, 41]",85,64,2777,50.0
"[5, 17, 85, 64, 2789, 1961, 45]",85,64,2789,26.19
"[5, 17, 85, 64, 2791, 1003, 23]",85,64,2791,7.14
"[5, 17, 85, 64, 2797, 1617, 37]",85,64,2797,26.19
"[5, 17, 85, 64, 2801, 744, 17]",85,64,2801,97.62
"[5, 17, 85, 64, 2803, 2584, 59]",85,64,2803,7.14
"[5, 17, 85, 64, 2819, 1894, 43]",85,64,2819,7.14
"[5, 17, 85, 64, 2833, 2169, 49]",85,64,2833,97.62
"[5, 17, 85, 64, 2837, 2704, 61]",85,64,2837,26.19
"[5, 17, 85, 64, 2843, 844, 19]",85,64,2843,7.14
"[5, 17, 85, 64, 2851, 490, 11]",85,64,2851,7.14
"[5, 17, 85, 64, 2857, 1116, 25]",85,64,2857,50.0
"[5, 17, 85, 64, 2861, 1654, 37]",85,64,2861,26.19
"[5, 17, 85, 64, 2879, 2834, 63]",85,64,2879,7.14
"[5, 17, 85, 64, 2887, 2481, 55]",85,64,2887,7.14
"[5, 17, 85, 64, 2897, 2218, 49]",85,64,2897,97.62
"[5, 17, 85, 64, 2903, 1769, 39]",85,64,2903,7.14
"[5, 17, 85, 64, 2909, 2409, 53]",85,64,2909,26.19
"[5, 17, 85, 64, 2917, 2051, 45]",85,64,2917,26.19
"[5, 17, 85, 64, 2927, 686, 15]",85,64,2927,7.14
"[5, 17, 85, 64, 2939, 2342, 51]",85,64,2939,7.14
"[5, 17, 85, 64, 2953, 2630, 57]",85,64,2953,50.0
"[5, 17, 85, 64, 2957, 231, 5]",85,64,2957,26.19
"[5, 17, 85, 64, 2963, 1250, 27]",85,64,2963,7.14
"[5, 17, 85, 64, 2969, 1902, 41]",85,64,2969,50.0
"[5, 17, 85, 64, 2971, 882, 19]",85,64,2971,7.14
"[5, 17, 85, 64, 2999, 328, 7]",85,64,2999,7.14
"[5, 17, 85, 64, 3001, 422, 9]",85,64,3001,50.0
"[5, 17, 85, 64, 3011, 2023, 43]",85,64,3011,7.14
"[5, 17, 85, 64, 3019, 1651, 35]",85,64,3019,7.14
"[5, 17, 85, 64, 3023, 2220, 47]",85,64,3023,7.14
"[5, 17, 85, 64, 3037, 2515, 53]",85,64,3037,26.19
"[5, 17, 85, 64, 3041, 1568, 33]",85,64,3041,97.62
"[5, 17, 85, 64, 3049, 1191, 25]",85,64,3049,50.0
"[5, 17, 85, 64, 3061, 1387, 29]",85,64,3061,26.19
"[5, 17, 85, 64, 3067, 2444, 51]",85,64,3067,7.14
"[5, 17, 85, 64, 3079, 2646, 55]",85,64,3079,7.14
"[5, 17, 85, 64, 3083, 1686, 35]",85,64,3083,7.14
"[5, 17, 85, 64, 3089, 2365, 49]",85,64,3089,97.62
"[5, 17, 85, 64, 3109, 2186, 45]",85,64,3109,26.19
"[5, 17, 85, 64, 3119, 731, 15]",85,64,3119,7.14
"[5, 17, 85, 64, 3121, 829, 17]",85,64,3121,97.62
"[5, 17, 85, 64, 3137, 49, 1]",85,64,3137,97.62
"[5, 17, 85, 64, 3163, 939, 19]",85,64,3163,7.14
"[5, 17, 85, 64, 3167, 1534, 31]",85,64,3167,7.14
"[5, 17, 85, 64, 3169, 1634, 33]",85,64,3169,97.62
"[5, 17, 85, 64, 3181, 1839, 37]",85,64,3181,26.19
"[5, 17, 85, 64, 3187, 2938, 59]",85,64,3187,7.14
"[5, 17, 85, 64, 3191, 349, 7]",85,64,3191,7.14
"[5, 17, 85, 64, 3203, 2152, 43]",85,64,3203,7.14
"[5, 17, 85, 64, 3209, 2858, 57]",85,64,3209,50.0
"[5, 17, 85, 64, 3217, 2463, 49]",85,64,3217,97.62
"[5, 17, 85, 64, 3221, 3070, 61]",85,64,3221,26.19
"[5, 17, 85, 64, 3229, 2674, 53]",85,64,3229,26.19
"[5, 17, 85, 64, 3251, 2997, 59]",85,64,3251,7.14
"[5, 17, 85, 64, 3253, 1474, 29]",85,64,3253,26.19
"[5, 17, 85, 64, 3257, 458, 9]",85,64,3257,50.0
"[5, 17, 85, 64, 3259, 2597, 51]",85,64,3259,7.14
"[5, 17, 85, 64, 3271, 2811, 55]",85,64,3271,7.14
"[5, 17, 85, 64, 3299, 567, 11]",85,64,3299,7.14
"[5, 17, 85, 64, 3301, 2321, 45]",85,64,3301,26.19
"[5, 17, 85, 64, 3307, 155, 3]",85,64,3307,7.14
"[5, 17, 85, 64, 3313, 880, 17]",85,64,3313,97.62
"[5, 17, 85, 64, 3319, 363, 7]",85,64,3319,7.14
"[5, 17, 85, 64, 3323, 2648, 51]",85,64,3323,7.14
"[5, 17, 85, 64, 3329, 52, 1]",85,64,3329,97.62
"[5, 17, 85, 64, 3331, 2238, 43]",85,64,3331,7.14
"[5, 17, 85, 64, 3343, 2455, 47]",85,64,3343,7.14
"[5, 17, 85, 64, 3347, 1412, 27]",85,64,3347,7.14
"[5, 17, 85, 64, 3359, 1627, 31]",85,64,3359,7.14
"[5, 17, 85, 64, 3361, 1733, 33]",85,64,3361,97.62
"[5, 17, 85, 64, 3371, 158, 3]",85,64,3371,7.14
"[5, 17, 85, 64, 3373, 1950, 37]",85,64,3373,26.19
"[5, 17, 85, 64, 3389, 1112, 21]",85,64,3389,26.19
"[5, 17, 85, 64, 3391, 3338, 63]",85,64,3391,7.14
"[5, 17, 85, 64, 3407, 2502, 47]",85,64,3407,7.14
"[5, 17, 85, 64, 3413, 3253, 61]",85,64,3413,26.19
"[5, 17, 85, 64, 3433, 1341, 25]",85,64,3433,50.0
"[5, 17, 85, 64, 3449, 485, 9]",85,64,3449,50.0
"[5, 17, 85, 64, 3457, 54, 1]",85,64,3457,97.62
"[5, 17, 85, 64, 3461, 703, 13]",85,64,3461,26.19
"[5, 17, 85, 64, 3463, 2976, 55]",85,64,3463,7.14
"[5, 17, 85, 64, 3467, 1896, 35]",85,64,3467,7.14
"[5, 17, 85, 64, 3469, 271, 5]",85,64,3469,26.19
"[5, 17, 85, 64, 3491, 600, 11]",85,64,3491,7.14
"[5, 17, 85, 64, 3499, 164, 3]",85,64,3499,7.14
"[5, 17, 85, 64, 3511, 384, 7]",85,64,3511,7.14
"[5, 17, 85, 64, 3517, 1154, 21]",85,64,3517,26.19
"[5, 17, 85, 64, 3527, 3031, 55]",85,64,3527,7.14
"[5, 17, 85, 64, 3529, 3143, 57]",85,64,3529,50.0
"[5, 17, 85, 64, 3533, 276, 5]",85,64,3533,26.19
"[5, 17, 85, 64, 3539, 1493, 27]",85,64,3539,7.14
"[5, 17, 85, 64, 3541, 3375, 61]",85,64,3541,26.19
"[5, 17, 85, 64, 3547, 1053, 19]",85,64,3547,7.14
"[5, 17, 85, 64, 3557, 2501, 45]",85,64,3557,26.19
"[5, 17, 85, 64, 3559, 1279, 23]",85,64,3559,7.14
"[5, 17, 85, 64, 3571, 3292, 59]",85,64,3571,7.14
"[5, 17, 85, 64, 3581, 1175, 21]",85,64,3581,26.19
"[5, 17, 85, 64, 3583, 3527, 63]",85,64,3583,7.14
"[5, 17, 85, 64, 3593, 3200, 57]",85,64,3593,50.0
"[5, 17, 85, 64, 3607, 2198, 39]",85,64,3607,7.14
"[5, 17, 85, 64, 3613, 2992, 53]",85,64,3613,26.19
"[5, 17, 85, 64, 3617, 1865, 33]",85,64,3617,97.62
"[5, 17, 85, 64, 3623, 1302, 23]",85,64,3623,7.14
"[5, 17, 85, 64, 3631, 851, 15]",85,64,3631,7.14
"[5, 17, 85, 64, 3637, 1648, 29]",85,64,3637,26.19
"[5, 17, 85, 64, 3643, 2903, 51]",85,64,3643,7.14
"[5, 17, 85, 64, 3659, 2001, 35]",85,64,3659,7.14
"[5, 17, 85, 64, 3671, 2237, 39]",85,64,3671,7.14
"[5, 17, 85, 64, 3673, 2353, 41]",85,64,3673,50.0
"[5, 17, 85, 64, 3677, 3045, 53]",85,64,3677,26.19
"[5, 17, 85, 64, 3691, 173, 3]",85,64,3691,7.14
"[5, 17, 85, 64, 3697, 982, 17]",85,64,3697,97.62
"[5, 17, 85, 64, 3701, 1677, 29]",85,64,3701,26.19
"[5, 17, 85, 64, 3709, 1217, 21]",85,64,3709,26.19
"[5, 17, 85, 64, 3719, 3196, 55]",85,64,3719,7.14
"[5, 17, 85, 64, 3727, 2737, 47]",85,64,3727,7.14
"[5, 17, 85, 64, 3733, 3558, 61]",85,64,3733,26.19
"[5, 17, 85, 64, 3739, 1110, 19]",85,64,3739,7.14
"[5, 17, 85, 64, 3761, 999, 17]",85,64,3761,97.62
"[5, 17, 85, 64, 3767, 412, 7]",85,64,3767,7.14
"[5, 17, 85, 64, 3769, 530, 9]",85,64,3769,50.0
"[5, 17, 85, 64, 3779, 2539, 43]",85,64,3779,7.14
"[5, 17, 85, 64, 3793, 2904, 49]",85,64,3793,97.62
"[5, 17, 85, 64, 3797, 3619, 61]",85,64,3797,26.19
"[5, 17, 85, 64, 3803, 1129, 19]",85,64,3803,7.14
"[5, 17, 85, 64, 3821, 2209, 37]",85,64,3821,26.19
"[5, 17, 85, 64, 3823, 896, 15]",85,64,3823,7.14
"[5, 17, 85, 64, 3833, 539, 9]",85,64,3833,50.0
"[5, 17, 85, 64, 3847, 3306, 55]",85,64,3847,7.14
"[5, 17, 85, 64, 3851, 2106, 35]",85,64,3851,7.14
"[5, 17, 85, 64, 3853, 301, 5]",85,64,3853,26.19
"[5, 17, 85, 64, 3863, 2354, 39]",85,64,3863,7.14
"[5, 17, 85, 64, 3877, 2726, 45]",85,64,3877,26.19
"[5, 17, 85, 64, 3881, 1516, 25]",85,64,3881,50.0
"[5, 17, 85, 64, 3889, 1033, 17]",85,64,3889,97.62
"[5, 17, 85, 64, 3907, 2625, 43]",85,64,3907,7.14
"[5, 17, 85, 64, 3911, 3361, 55]",85,64,3911,7.14
"[5, 17, 85, 64, 3917, 306, 5]",85,64,3917,26.19
"[5, 17, 85, 64, 3919, 2878, 47]",85,64,3919,7.14
"[5, 17, 85, 64, 3923, 1655, 27]",85,64,3923,7.14
"[5, 17, 85, 64, 3929, 2517, 41]",85,64,3929,50.0
"[5, 17, 85, 64, 3931, 1167, 19]",85,64,3931,7.14
"[5, 17, 85, 64, 3943, 1417, 23]",85,64,3943,7.14
"[5, 17, 85, 64, 3947, 185, 3]",85,64,3947,7.14
"[5, 17, 85, 64, 3967, 3905, 63]",85,64,3967,7.14
"[5, 17, 85, 64, 3989, 3802, 61]",85,64,3989,26.19
"[5, 17, 85, 64, 4001, 2063, 33]",85,64,4001,97.62
"[5, 17, 85, 64, 4003, 688, 11]",85,64,4003,7.14
"[5, 17, 85, 64, 4007, 1440, 23]",85,64,4007,7.14
"[5, 17, 85, 64, 4013, 2320, 37]",85,64,4013,26.19
"[5, 17, 85, 64, 4019, 3705, 59]",85,64,4019,7.14
"[5, 17, 85, 64, 4021, 1822, 29]",85,64,4021,26.19
"[5, 17, 85, 64, 4027, 3209, 51]",85,64,4027,7.14
"[5, 17, 85, 64, 4049, 3100, 49]",85,64,4049,97.62
"[5, 17, 85, 64, 4051, 1709, 27]",85,64,4051,7.14
"[5, 17, 85, 64, 4057, 2599, 41]",85,64,4057,50.0
"[5, 17, 85, 64, 4073, 1591, 25]",85,64,4073,50.0
"[5, 17, 85, 64, 4079, 956, 15]",85,64,4079,7.14
"[5, 17, 85, 64, 4091, 3260, 51]",85,64,4091,7.14
"[5, 17, 85, 64, 4093, 1343, 21]",85,64,4093,26.19
"[5, 17, 85, 64, 4099, 2754, 43]",85,64,4099,7.14
"[5, 17, 85, 64, 4111, 3019, 47]",85,64,4111,7.14
"[5, 17, 85, 64, 4127, 1999, 31]",85,64,4127,7.14
"[5, 17, 85, 64, 4129, 2129, 33]",85,64,4129,97.62
"[5, 17, 85, 64, 4133, 2906, 45]",85,64,4133,26.19
"[5, 17, 85, 64, 4139, 194, 3]",85,64,4139,7.14
"[5, 17, 85, 64, 4153, 584, 9]",85,64,4153,50.0
"[5, 17, 85, 64, 4157, 1364, 21]",85,64,4157,26.19
"[5, 17, 85, 64, 4159, 4094, 63]",85,64,4159,7.14
"[5, 17, 85, 64, 4177, 3198, 49]",85,64,4177,97.62
"[5, 17, 85, 64, 4201, 1641, 25]",85,64,4201,50.0
"[5, 17, 85, 64, 4211, 3882, 59]",85,64,4211,7.14
"[5, 17, 85, 64, 4217, 593, 9]",85,64,4217,50.0
"[5, 17, 85, 64, 4219, 3362, 51]",85,64,4219,7.14
"[5, 17, 85, 64, 4229, 859, 13]",85,64,4229,26.19
"[5, 17, 85, 64, 4231, 3636, 55]",85,64,4231,7.14
"[5, 17, 85, 64, 4241, 3247, 49]",85,64,4241,97.62
"[5, 17, 85, 64, 4243, 1790, 27]",85,64,4243,7.14
"[5, 17, 85, 64, 4253, 3522, 53]",85,64,4253,26.19
"[5, 17, 85, 64, 4259, 732, 11]",85,64,4259,7.14
"[5, 17, 85, 64, 4261, 2996, 45]",85,64,4261,26.19
"[5, 17, 85, 64, 4271, 1001, 15]",85,64,4271,7.14
"[5, 17, 85, 64, 4273, 1135, 17]",85,64,4273,97.62
"[5, 17, 85, 64, 4283, 3413, 51]",85,64,4283,7.14
"[5, 17, 85, 64, 4289, 67, 1]",85,64,4289,97.62
"[5, 17, 85, 64, 4297, 3827, 57]",85,64,4297,50.0
"[5, 17, 85, 64, 4327, 1555, 23]",85,64,4327,7.14
"[5, 17, 85, 64, 4337, 1152, 17]",85,64,4337,97.62
"[5, 17, 85, 64, 4339, 4000, 59]",85,64,4339,7.14
"[5, 17, 85, 64, 4349, 1427, 21]",85,64,4349,26.19
"[5, 17, 85, 64, 4357, 885, 13]",85,64,4357,26.19
"[5, 17, 85, 64, 4363, 2386, 35]",85,64,4363,7.14
"[5, 17, 85, 64, 4373, 4168, 61]",85,64,4373,26.19
"[5, 17, 85, 64, 4391, 1578, 23]",85,64,4391,7.14
"[5, 17, 85, 64, 4397, 2542, 37]",85,64,4397,26.19
"[5, 17, 85, 64, 4409, 620, 9]",85,64,4409,50.0
"[5, 17, 85, 64, 4421, 898, 13]",85,64,4421,26.19
"[5, 17, 85, 64, 4423, 3801, 55]",85,64,4423,7.14
"[5, 17, 85, 64, 4441, 2845, 41]",85,64,4441,50.0
"[5, 17, 85, 64, 4447, 2154, 31]",85,64,4447,7.14
"[5, 17, 85, 64, 4451, 765, 11]",85,64,4451,7.14
"[5, 17, 85, 64, 4457, 1741, 25]",85,64,4457,50.0
"[5, 17, 85, 64, 4463, 1046, 15]",85,64,4463,7.14
"[5, 17, 85, 64, 4481, 70, 1]",85,64,4481,97.62
"[5, 17, 85, 64, 4483, 3012, 43]",85,64,4483,7.14
"[5, 17, 85, 64, 4493, 351, 5]",85,64,4493,26.19
"[5, 17, 85, 64, 4507, 1338, 19]",85,64,4507,7.14
"[5, 17, 85, 64, 4513, 2327, 33]",85,64,4513,97.62
"[5, 17, 85, 64, 4517, 3176, 45]",85,64,4517,26.19
"[5, 17, 85, 64, 4519, 1624, 23]",85,64,4519,7.14
"[5, 17, 85, 64, 4523, 212, 3]",85,64,4523,7.14
"[5, 17, 85, 64, 4547, 3055, 43]",85,64,4547,7.14
"[5, 17, 85, 64, 4549, 924, 13]",85,64,4549,26.19
"[5, 17, 85, 64, 4561, 3492, 49]",85,64,4561,97.62
"[5, 17, 85, 64, 4567, 2783, 39]",85,64,4567,7.14
"[5, 17, 85, 64, 4583, 1647, 23]",85,64,4583,7.14
"[5, 17, 85, 64, 4591, 1076, 15]",85,64,4591,7.14
"[5, 17, 85, 64, 4597, 2083, 29]",85,64,4597,26.19
"[5, 17, 85, 64, 4603, 3668, 51]",85,64,4603,7.14
"[5, 17, 85, 64, 4621, 361, 5]",85,64,4621,26.19
"[5, 17, 85, 64, 4637, 3840, 53]",85,64,4637,26.19
"[5, 17, 85, 64, 4639, 2247, 31]",85,64,4639,7.14
"[5, 17, 85, 64, 4643, 798, 11]",85,64,4643,7.14
"[5, 17, 85, 64, 4649, 1816, 25]",85,64,4649,50.0
"[5, 17, 85, 64, 4651, 218, 3]",85,64,4651,7.14
"[5, 17, 85, 64, 4657, 1237, 17]",85,64,4657,97.62
"[5, 17, 85, 64, 4663, 510, 7]",85,64,4663,7.14
"[5, 17, 85, 64, 4673, 73, 1]",85,64,4673,97.62
"[5, 17, 85, 64, 4679, 4021, 55]",85,64,4679,7.14
"[5, 17, 85, 64, 4691, 1979, 27]",85,64,4691,7.14
"[5, 17, 85, 64, 4703, 2278, 31]",85,64,4703,7.14
"[5, 17, 85, 64, 4721, 1254, 17]",85,64,4721,97.62
"[5, 17, 85, 64, 4723, 4354, 59]",85,64,4723,7.14
"[5, 17, 85, 64, 4729, 665, 9]",85,64,4729,50.0
"[5, 17, 85, 64, 4733, 1553, 21]",85,64,4733,26.19
"[5, 17, 85, 64, 4751, 3489, 47]",85,64,4751,7.14
"[5, 17, 85, 64, 4759, 2900, 39]",85,64,4759,7.14
"[5, 17, 85, 64, 4783, 1121, 15]",85,64,4783,7.14
"[5, 17, 85, 64, 4787, 4413, 59]",85,64,4787,7.14
"[5, 17, 85, 64, 4789, 2170, 29]",85,64,4789,26.19
"[5, 17, 85, 64, 4793, 674, 9]",85,64,4793,50.0
"[5, 17, 85, 64, 4799, 4724, 63]",85,64,4799,7.14
"[5, 17, 85, 64, 4801, 75, 1]",85,64,4801,97.62
"[5, 17, 85, 64, 4813, 376, 5]",85,64,4813,26.19
"[5, 17, 85, 64, 4817, 3688, 49]",85,64,4817,97.62
"[5, 17, 85, 64, 4831, 2340, 31]",85,64,4831,7.14
"[5, 17, 85, 64, 4861, 1595, 21]",85,64,4861,26.19
"[5, 17, 85, 64, 4871, 4186, 55]",85,64,4871,7.14
"[5, 17, 85, 64, 4877, 381, 5]",85,64,4877,26.19
"[5, 17, 85, 64, 4889, 3132, 41]",85,64,4889,50.0
"[5, 17, 85, 64, 4903, 1762, 23]",85,64,4903,7.14
"[5, 17, 85, 64, 4909, 2838, 37]",85,64,4909,26.19
"[5, 17, 85, 64, 4919, 538, 7]",85,64,4919,7.14
"[5, 17, 85, 64, 4931, 3313, 43]",85,64,4931,7.14
"[5, 17, 85, 64, 4933, 1002, 13]",85,64,4933,26.19
"[5, 17, 85, 64, 4937, 4397, 57]",85,64,4937,50.0
"[5, 17, 85, 64, 4943, 3630, 47]",85,64,4943,7.14
"[5, 17, 85, 64, 4951, 3017, 39]",85,64,4951,7.14
"[5, 17, 85, 64, 4957, 4105, 53]",85,64,4957,26.19
"[5, 17, 85, 64, 4967, 1785, 23]",85,64,4967,7.14
"[5, 17, 85, 64, 4969, 1941, 25]",85,64,4969,50.0
"[5, 17, 85, 64, 4973, 2875, 37]",85,64,4973,26.19
"[5, 17, 85, 64, 4987, 3974, 51]",85,64,4987,7.14
"[5, 17, 85, 64, 4993, 78, 1]",85,64,4993,97.62
"[5, 17, 85, 64, 4999, 4296, 55]",85,64,4999,7.14
"[5, 17, 85, 64, 5003, 2736, 35]",85,64,5003,7.14
"[5, 17, 85, 64, 5009, 3835, 49]",85,64,5009,97.62
"[5, 17, 85, 64, 5011, 2114, 27]",85,64,5011,7.14
"[5, 17, 85, 64, 5021, 4158, 53]",85,64,5021,26.19
"[5, 17, 85, 64, 5023, 2433, 31]",85,64,5023,7.14
"[5, 17, 85, 64, 5039, 1181, 15]",85,64,5039,7.14
"[5, 17, 85, 64, 5051, 4025, 51]",85,64,5051,7.14
"[5, 17, 85, 64, 5059, 3399, 43]",85,64,5059,7.14
"[5, 17, 85, 64, 5077, 4839, 61]",85,64,5077,26.19
"[5, 17, 85, 64, 5081, 3255, 41]",85,64,5081,50.0
"[5, 17, 85, 64, 5087, 2464, 31]",85,64,5087,7.14
"[5, 17, 85, 64, 5099, 239, 3]",85,64,5099,7.14
"[5, 17, 85, 64, 5101, 2949, 37]",85,64,5101,26.19
"[5, 17, 85, 64, 5107, 4708, 59]",85,64,5107,7.14
"[5, 17, 85, 64, 5113, 719, 9]",85,64,5113,50.0
"[5, 17, 85, 64, 5119, 5039, 63]",85,64,5119,7.14
"[5, 17, 85, 64, 5147, 1528, 19]",85,64,5147,7.14
"[5, 17, 85, 64, 5153, 2657, 33]",85,64,5153,97.62
"[5, 17, 85, 64, 5167, 1211, 15]",85,64,5167,7.14
"[5, 17, 85, 64, 5171, 4767, 59]",85,64,5171,7.14
"[5, 17, 85, 64, 5179, 4127, 51]",85,64,5179,7.14
"[5, 17, 85, 64, 5189, 1054, 13]",85,64,5189,26.19
"[5, 17, 85, 64, 5197, 406, 5]",85,64,5197,26.19
"[5, 17, 85, 64, 5209, 3337, 41]",85,64,5209,50.0
"[5, 17, 85, 64, 5227, 245, 3]",85,64,5227,7.14
"[5, 17, 85, 64, 5231, 1226, 15]",85,64,5231,7.14
"[5, 17, 85, 64, 5233, 1390, 17]",85,64,5233,97.62
"[5, 17, 85, 64, 5237, 2373, 29]",85,64,5237,26.19
"[5, 17, 85, 64, 5261, 411, 5]",85,64,5261,26.19
"[5, 17, 85, 64, 5273, 3378, 41]",85,64,5273,50.0
"[5, 17, 85, 64, 5279, 2557, 31]",85,64,5279,7.14
"[5, 17, 85, 64, 5281, 2723, 33]",85,64,5281,97.62
"[5, 17, 85, 64, 5297, 1407, 17]",85,64,5297,97.62
"[5, 17, 85, 64, 5303, 580, 7]",85,64,5303,7.14
"[5, 17, 85, 64, 5309, 1742, 21]",85,64,5309,26.19
"[5, 17, 85, 64, 5323, 2911, 35]",85,64,5323,7.14
"[5, 17, 85, 64, 5333, 5083, 61]",85,64,5333,26.19
"[5, 17, 85, 64, 5347, 919, 11]",85,64,5347,7.14
"[5, 17, 85, 64, 5351, 1923, 23]",85,64,5351,7.14
"[5, 17, 85, 64, 5381, 1093, 13]",85,64,5381,26.19
"[5, 17, 85, 64, 5387, 2946, 35]",85,64,5387,7.14
"[5, 17, 85, 64, 5393, 4129, 49]",85,64,5393,97.62
"[5, 17, 85, 64, 5399, 3290, 39]",85,64,5399,7.14
"[5, 17, 85, 64, 5407, 2619, 31]",85,64,5407,7.14
"[5, 17, 85, 64, 5413, 3806, 45]",85,64,5413,26.19
"[5, 17, 85, 64, 5417, 2116, 25]",85,64,5417,50.0
"[5, 17, 85, 64, 5419, 254, 3]",85,64,5419,7.14
"[5, 17, 85, 64, 5431, 594, 7]",85,64,5431,7.14
"[5, 17, 85, 64, 5437, 1784, 21]",85,64,5437,26.19
"[5, 17, 85, 64, 5441, 85, 1]",85,64,5441,97.62
"[5, 17, 85, 64, 5443, 3657, 43]",85,64,5443,7.14
"[5, 17, 85, 64, 5449, 4853, 57]",85,64,5449,50.0
"[5, 17, 85, 64, 5471, 2650, 31]",85,64,5471,7.14
"[5, 17, 85, 64, 5477, 3851, 45]",85,64,5477,26.19
"[5, 17, 85, 64, 5479, 1969, 23]",85,64,5479,7.14
"[5, 17, 85, 64, 5483, 257, 3]",85,64,5483,7.14
"[5, 17, 85, 64, 5501, 1805, 21]",85,64,5501,26.19
"[5, 17, 85, 64, 5503, 5417, 63]",85,64,5503,7.14
"[5, 17, 85, 64, 5507, 3700, 43]",85,64,5507,7.14
"[5, 17, 85, 64, 5519, 4053, 47]",85,64,5519,7.14
"[5, 17, 85, 64, 5521, 4227, 49]",85,64,5521,97.62
"[5, 17, 85, 64, 5527, 3368, 39]",85,64,5527,7.14
"[5, 17, 85, 64, 5531, 1642, 19]",85,64,5531,7.14
"[5, 17, 85, 64, 5557, 2518, 29]",85,64,5557,26.19
"[5, 17, 85, 64, 5563, 4433, 51]",85,64,5563,7.14
"[5, 17, 85, 64, 5569, 87, 1]",85,64,5569,97.62
"[5, 17, 85, 64, 5573, 1132, 13]",85,64,5573,26.19
"[5, 17, 85, 64, 5581, 436, 5]",85,64,5581,26.19
"[5, 17, 85, 64, 5591, 3407, 39]",85,64,5591,7.14
"[5, 17, 85, 64, 5623, 615, 7]",85,64,5623,7.14
"[5, 17, 85, 64, 5639, 4846, 55]",85,64,5639,7.14
"[5, 17, 85, 64, 5641, 5024, 57]",85,64,5641,50.0
"[5, 17, 85, 64, 5647, 4147, 47]",85,64,5647,7.14
"[5, 17, 85, 64, 5651, 2384, 27]",85,64,5651,7.14
"[5, 17, 85, 64, 5653, 5388, 61]",85,64,5653,26.19
"[5, 17, 85, 64, 5657, 3624, 41]",85,64,5657,50.0
"[5, 17, 85, 64, 5659, 1680, 19]",85,64,5659,7.14
"[5, 17, 85, 64, 5669, 3986, 45]",85,64,5669,26.19
"[5, 17, 85, 64, 5683, 5239, 59]",85,64,5683,7.14
"[5, 17, 85, 64, 5689, 800, 9]",85,64,5689,50.0
"[5, 17, 85, 64, 5693, 1868, 21]",85,64,5693,26.19
"[5, 17, 85, 64, 5701, 1158, 13]",85,64,5701,26.19
"[5, 17, 85, 64, 5711, 4194, 47]",85,64,5711,7.14
"[5, 17, 85, 64, 5717, 5449, 61]",85,64,5717,26.19
"[5, 17, 85, 64, 5737, 2241, 25]",85,64,5737,50.0
"[5, 17, 85, 64, 5741, 3319, 37]",85,64,5741,26.19
"[5, 17, 85, 64, 5743, 1346, 15]",85,64,5743,7.14
"[5, 17, 85, 64, 5749, 2605, 29]",85,64,5749,26.19
"[5, 17, 85, 64, 5779, 2438, 27]",85,64,5779,7.14
"[5, 17, 85, 64, 5783, 3524, 39]",85,64,5783,7.14
"[5, 17, 85, 64, 5791, 2805, 31]",85,64,5791,7.14
"[5, 17, 85, 64, 5801, 2266, 25]",85,64,5801,50.0
"[5, 17, 85, 64, 5807, 1361, 15]",85,64,5807,7.14
"[5, 17, 85, 64, 5813, 2634, 29]",85,64,5813,26.19
"[5, 17, 85, 64, 5821, 1910, 21]",85,64,5821,26.19
"[5, 17, 85, 64, 5827, 3915, 43]",85,64,5827,7.14
"[5, 17, 85, 64, 5839, 4288, 47]",85,64,5839,7.14
"[5, 17, 85, 64, 5843, 2465, 27]",85,64,5843,7.14
"[5, 17, 85, 64, 5849, 3747, 41]",85,64,5849,50.0
"[5, 17, 85, 64, 5851, 1737, 19]",85,64,5851,7.14
"[5, 17, 85, 64, 5857, 3020, 33]",85,64,5857,97.62
"[5, 17, 85, 64, 5861, 4121, 45]",85,64,5861,26.19
"[5, 17, 85, 64, 5867, 275, 3]",85,64,5867,7.14
"[5, 17, 85, 64, 5869, 3393, 37]",85,64,5869,26.19
"[5, 17, 85, 64, 5879, 643, 7]",85,64,5879,7.14
"[5, 17, 85, 64, 5881, 827, 9]",85,64,5881,50.0
"[5, 17, 85, 64, 5897, 5252, 57]",85,64,5897,50.0
"[5, 17, 85, 64, 5903, 4335, 47]",85,64,5903,7.14
"[5, 17, 85, 64, 5923, 1018, 11]",85,64,5923,7.14
"[5, 17, 85, 64, 5927, 2130, 23]",85,64,5927,7.14
"[5, 17, 85, 64, 5939, 5475, 59]",85,64,5939,7.14
"[5, 17, 85, 64, 5953, 93, 1]",85,64,5953,97.62
"[5, 17, 85, 64, 5981, 4953, 53]",85,64,5981,26.19
"[5, 17, 85, 64, 5987, 1029, 11]",85,64,5987,7.14
"[5, 17, 85, 64, 6007, 657, 7]",85,64,6007,7.14
"[5, 17, 85, 64, 6011, 4790, 51]",85,64,6011,7.14
"[5, 17, 85, 64, 6029, 471, 5]",85,64,6029,26.19
"[5, 17, 85, 64, 6037, 5754, 61]",85,64,6037,26.19
"[5, 17, 85, 64, 6043, 1794, 19]",85,64,6043,7.14
"[5, 17, 85, 64, 6047, 2929, 31]",85,64,6047,7.14
"[5, 17, 85, 64, 6053, 4256, 45]",85,64,6053,26.19
"[5, 17, 85, 64, 6067, 5593, 59]",85,64,6067,7.14
"[5, 17, 85, 64, 6073, 854, 9]",85,64,6073,50.0
