"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage 
"[3, 17, 51, 32, 45979, 27300, 19]",51,32,45979,12.0
"[3, 17, 51, 32, 45989, 18683, 13]",51,32,45989,24.0
"[3, 17, 51, 32, 46021, 18696, 13]",51,32,46021,24.0
"[3, 17, 51, 32, 46027, 4315, 3]",51,32,46027,12.0
"[3, 17, 51, 32, 46049, 1439, 1]",51,32,46049,96.0
"[3, 17, 51, 32, 46051, 15830, 11]",51,32,46051,12.0
"[3, 17, 51, 32, 46061, 7197, 5]",51,32,46061,24.0
"[3, 17, 51, 32, 46073, 12958, 9]",51,32,46073,48.0
"[3, 17, 51, 32, 46091, 4321, 3]",51,32,46091,12.0
"[3, 17, 51, 32, 46093, 7202, 5]",51,32,46093,24.0
"[3, 17, 51, 32, 46099, 38896, 27]",51,32,46099,12.0
"[3, 17, 51, 32, 46103, 10085, 7]",51,32,46103,12.0
"[3, 17, 51, 32, 46133, 41808, 29]",51,32,46133,24.0
"[3, 17, 51, 32, 46141, 30280, 21]",51,32,46141,24.0
"[3, 17, 51, 32, 46147, 15863, 11]",51,32,46147,12.0
"[3, 17, 51, 32, 46153, 36057, 25]",51,32,46153,48.0
"[3, 17, 51, 32, 46171, 27414, 19]",51,32,46171,12.0
"[3, 17, 51, 32, 46181, 18761, 13]",51,32,46181,24.0
"[3, 17, 51, 32, 46183, 33194, 23]",51,32,46183,12.0
"[3, 17, 51, 32, 46187, 4330, 3]",51,32,46187,12.0
"[3, 17, 51, 32, 46199, 10106, 7]",51,32,46199,12.0
"[3, 17, 51, 32, 46219, 4333, 3]",51,32,46219,12.0
"[3, 17, 51, 32, 46229, 41895, 29]",51,32,46229,24.0
"[3, 17, 51, 32, 46237, 30343, 21]",51,32,46237,24.0
"[3, 17, 51, 32, 46261, 41924, 29]",51,32,46261,24.0
"[3, 17, 51, 32, 46271, 44825, 31]",51,32,46271,12.0
"[3, 17, 51, 32, 46273, 1446, 1]",51,32,46273,96.0
"[3, 17, 51, 32, 46279, 33263, 23]",51,32,46279,12.0
"[3, 17, 51, 32, 46301, 30385, 21]",51,32,46301,24.0
"[3, 17, 51, 32, 46307, 15918, 11]",51,32,46307,12.0
"[3, 17, 51, 32, 46309, 18813, 13]",51,32,46309,24.0
"[3, 17, 51, 32, 46327, 10134, 7]",51,32,46327,12.0
"[3, 17, 51, 32, 46337, 1448, 1]",51,32,46337,96.0
"[3, 17, 51, 32, 46349, 7242, 5]",51,32,46349,24.0
"[3, 17, 51, 32, 46351, 21727, 15]",51,32,46351,12.0
"[3, 17, 51, 32, 46381, 7247, 5]",51,32,46381,24.0
"[3, 17, 51, 32, 46399, 44949, 31]",51,32,46399,12.0
"[3, 17, 51, 32, 46411, 4351, 3]",51,32,46411,12.0
"[3, 17, 51, 32, 46439, 33378, 23]",51,32,46439,12.0
"[3, 17, 51, 32, 46441, 36282, 25]",51,32,46441,48.0
"[3, 17, 51, 32, 46447, 21772, 15]",51,32,46447,12.0
"[3, 17, 51, 32, 46451, 39193, 27]",51,32,46451,12.0
"[3, 17, 51, 32, 46457, 13066, 9]",51,32,46457,48.0
"[3, 17, 51, 32, 46471, 33401, 23]",51,32,46471,12.0
"[3, 17, 51, 32, 46477, 7262, 5]",51,32,46477,24.0
"[3, 17, 51, 32, 46489, 13075, 9]",51,32,46489,48.0
"[3, 17, 51, 32, 46499, 15984, 11]",51,32,46499,12.0
"[3, 17, 51, 32, 46507, 4360, 3]",51,32,46507,12.0
"[3, 17, 51, 32, 46511, 21802, 15]",51,32,46511,12.0
"[3, 17, 51, 32, 46523, 27623, 19]",51,32,46523,12.0
"[3, 17, 51, 32, 46549, 42185, 29]",51,32,46549,24.0
"[3, 17, 51, 32, 46559, 45104, 31]",51,32,46559,12.0
"[3, 17, 51, 32, 46567, 33470, 23]",51,32,46567,12.0
"[3, 17, 51, 32, 46573, 7277, 5]",51,32,46573,24.0
"[3, 17, 51, 32, 46589, 30574, 21]",51,32,46589,24.0
"[3, 17, 51, 32, 46591, 45135, 31]",51,32,46591,12.0
"[3, 17, 51, 32, 46601, 36407, 25]",51,32,46601,48.0
"[3, 17, 51, 32, 46619, 27680, 19]",51,32,46619,12.0
"[3, 17, 51, 32, 46633, 36432, 25]",51,32,46633,48.0
"[3, 17, 51, 32, 46639, 21862, 15]",51,32,46639,12.0
"[3, 17, 51, 32, 46643, 39355, 27]",51,32,46643,12.0
"[3, 17, 51, 32, 46649, 13120, 9]",51,32,46649,48.0
"[3, 17, 51, 32, 46663, 33539, 23]",51,32,46663,12.0
"[3, 17, 51, 32, 46679, 10211, 7]",51,32,46679,12.0
"[3, 17, 51, 32, 46681, 13129, 9]",51,32,46681,48.0
"[3, 17, 51, 32, 46687, 45228, 31]",51,32,46687,12.0
"[3, 17, 51, 32, 46691, 16050, 11]",51,32,46691,12.0
"[3, 17, 51, 32, 46703, 21892, 15]",51,32,46703,12.0
"[3, 17, 51, 32, 46723, 16061, 11]",51,32,46723,12.0
"[3, 17, 51, 32, 46727, 33585, 23]",51,32,46727,12.0
"[3, 17, 51, 32, 46747, 27756, 19]",51,32,46747,12.0
"[3, 17, 51, 32, 46751, 45290, 31]",51,32,46751,12.0
"[3, 17, 51, 32, 46757, 18995, 13]",51,32,46757,24.0
"[3, 17, 51, 32, 46769, 24846, 17]",51,32,46769,96.0
"[3, 17, 51, 32, 46771, 39463, 27]",51,32,46771,12.0
"[3, 17, 51, 32, 46807, 10239, 7]",51,32,46807,12.0
"[3, 17, 51, 32, 46811, 27794, 19]",51,32,46811,12.0
"[3, 17, 51, 32, 46817, 1463, 1]",51,32,46817,96.0
"[3, 17, 51, 32, 46819, 16094, 11]",51,32,46819,12.0
"[3, 17, 51, 32, 46829, 7317, 5]",51,32,46829,24.0
"[3, 17, 51, 32, 46831, 21952, 15]",51,32,46831,12.0
"[3, 17, 51, 32, 46853, 19034, 13]",51,32,46853,24.0
"[3, 17, 51, 32, 46861, 7322, 5]",51,32,46861,24.0
"[3, 17, 51, 32, 46867, 39544, 27]",51,32,46867,12.0
"[3, 17, 51, 32, 46877, 30763, 21]",51,32,46877,24.0
"[3, 17, 51, 32, 46889, 36632, 25]",51,32,46889,48.0
"[3, 17, 51, 32, 46901, 42504, 29]",51,32,46901,24.0
"[3, 17, 51, 32, 46919, 33723, 23]",51,32,46919,12.0
"[3, 17, 51, 32, 46933, 42533, 29]",51,32,46933,24.0
"[3, 17, 51, 32, 46957, 7337, 5]",51,32,46957,24.0
"[3, 17, 51, 32, 46993, 24965, 17]",51,32,46993,96.0
"[3, 17, 51, 32, 46997, 42591, 29]",51,32,46997,24.0
"[3, 17, 51, 32, 47017, 36732, 25]",51,32,47017,48.0
"[3, 17, 51, 32, 47041, 1470, 1]",51,32,47041,96.0
"[3, 17, 51, 32, 47051, 4411, 3]",51,32,47051,12.0
"[3, 17, 51, 32, 47057, 24999, 17]",51,32,47057,96.0
"[3, 17, 51, 32, 47059, 39706, 27]",51,32,47059,12.0
"[3, 17, 51, 32, 47087, 22072, 15]",51,32,47087,12.0
"[3, 17, 51, 32, 47093, 42678, 29]",51,32,47093,24.0
"[3, 17, 51, 32, 47111, 33861, 23]",51,32,47111,12.0
"[3, 17, 51, 32, 47119, 22087, 15]",51,32,47119,12.0
"[3, 17, 51, 32, 47123, 39760, 27]",51,32,47123,12.0
"[3, 17, 51, 32, 47129, 13255, 9]",51,32,47129,48.0
"[3, 17, 51, 32, 47137, 1473, 1]",51,32,47137,96.0
"[3, 17, 51, 32, 47143, 33884, 23]",51,32,47143,12.0
"[3, 17, 51, 32, 47147, 4420, 3]",51,32,47147,12.0
"[3, 17, 51, 32, 47149, 7367, 5]",51,32,47149,24.0
"[3, 17, 51, 32, 47161, 13264, 9]",51,32,47161,48.0
"[3, 17, 51, 32, 47189, 42765, 29]",51,32,47189,24.0
"[3, 17, 51, 32, 47207, 33930, 23]",51,32,47207,12.0
"[3, 17, 51, 32, 47221, 42794, 29]",51,32,47221,24.0
"[3, 17, 51, 32, 47237, 19190, 13]",51,32,47237,24.0
"[3, 17, 51, 32, 47251, 39868, 27]",51,32,47251,12.0
"[3, 17, 51, 32, 47269, 19203, 13]",51,32,47269,24.0
"[3, 17, 51, 32, 47279, 22162, 15]",51,32,47279,12.0
"[3, 17, 51, 32, 47287, 10344, 7]",51,32,47287,12.0
"[3, 17, 51, 32, 47293, 31036, 21]",51,32,47293,24.0
"[3, 17, 51, 32, 47297, 1478, 1]",51,32,47297,96.0
"[3, 17, 51, 32, 47303, 33999, 23]",51,32,47303,12.0
"[3, 17, 51, 32, 47309, 7392, 5]",51,32,47309,24.0
"[3, 17, 51, 32, 47317, 42881, 29]",51,32,47317,24.0
"[3, 17, 51, 32, 47339, 4438, 3]",51,32,47339,12.0
"[3, 17, 51, 32, 47351, 10358, 7]",51,32,47351,12.0
"[3, 17, 51, 32, 47353, 13318, 9]",51,32,47353,48.0
"[3, 17, 51, 32, 47363, 16281, 11]",51,32,47363,12.0
"[3, 17, 51, 32, 47381, 42939, 29]",51,32,47381,24.0
"[3, 17, 51, 32, 47387, 28136, 19]",51,32,47387,12.0
"[3, 17, 51, 32, 47389, 31099, 21]",51,32,47389,24.0
"[3, 17, 51, 32, 47407, 22222, 15]",51,32,47407,12.0
"[3, 17, 51, 32, 47417, 13336, 9]",51,32,47417,48.0
"[3, 17, 51, 32, 47419, 28155, 19]",51,32,47419,12.0
"[3, 17, 51, 32, 47431, 34091, 23]",51,32,47431,12.0
"[3, 17, 51, 32, 47441, 25203, 17]",51,32,47441,96.0
"[3, 17, 51, 32, 47459, 16314, 11]",51,32,47459,12.0
"[3, 17, 51, 32, 47491, 16325, 11]",51,32,47491,12.0
"[3, 17, 51, 32, 47497, 37107, 25]",51,32,47497,48.0
"[3, 17, 51, 32, 47501, 7422, 5]",51,32,47501,24.0
"[3, 17, 51, 32, 47507, 40084, 27]",51,32,47507,12.0
"[3, 17, 51, 32, 47513, 13363, 9]",51,32,47513,48.0
"[3, 17, 51, 32, 47521, 1485, 1]",51,32,47521,96.0
"[3, 17, 51, 32, 47527, 34160, 23]",51,32,47527,12.0
"[3, 17, 51, 32, 47533, 7427, 5]",51,32,47533,24.0
"[3, 17, 51, 32, 47543, 10400, 7]",51,32,47543,12.0
"[3, 17, 51, 32, 47563, 4459, 3]",51,32,47563,12.0
"[3, 17, 51, 32, 47569, 25271, 17]",51,32,47569,96.0
"[3, 17, 51, 32, 47581, 31225, 21]",51,32,47581,24.0
"[3, 17, 51, 32, 47591, 34206, 23]",51,32,47591,12.0
"[3, 17, 51, 32, 47599, 22312, 15]",51,32,47599,12.0
"[3, 17, 51, 32, 47609, 13390, 9]",51,32,47609,48.0
"[3, 17, 51, 32, 47623, 34229, 23]",51,32,47623,12.0
"[3, 17, 51, 32, 47629, 7442, 5]",51,32,47629,24.0
"[3, 17, 51, 32, 47639, 10421, 7]",51,32,47639,12.0
"[3, 17, 51, 32, 47653, 19359, 13]",51,32,47653,24.0
"[3, 17, 51, 32, 47657, 37232, 25]",51,32,47657,48.0
"[3, 17, 51, 32, 47659, 4468, 3]",51,32,47659,12.0
"[3, 17, 51, 32, 47681, 1490, 1]",51,32,47681,96.0
"[3, 17, 51, 32, 47699, 40246, 27]",51,32,47699,12.0
"[3, 17, 51, 32, 47701, 43229, 29]",51,32,47701,24.0
"[3, 17, 51, 32, 47711, 46220, 31]",51,32,47711,12.0
"[3, 17, 51, 32, 47713, 1491, 1]",51,32,47713,96.0
"[3, 17, 51, 32, 47717, 19385, 13]",51,32,47717,24.0
"[3, 17, 51, 32, 47737, 13426, 9]",51,32,47737,48.0
"[3, 17, 51, 32, 47741, 31330, 21]",51,32,47741,24.0
"[3, 17, 51, 32, 47743, 46251, 31]",51,32,47743,12.0
"[3, 17, 51, 32, 47777, 1493, 1]",51,32,47777,96.0
"[3, 17, 51, 32, 47779, 16424, 11]",51,32,47779,12.0
"[3, 17, 51, 32, 47791, 22402, 15]",51,32,47791,12.0
"[3, 17, 51, 32, 47797, 43316, 29]",51,32,47797,24.0
"[3, 17, 51, 32, 47807, 46313, 31]",51,32,47807,12.0
"[3, 17, 51, 32, 47809, 1494, 1]",51,32,47809,96.0
"[3, 17, 51, 32, 47819, 4483, 3]",51,32,47819,12.0
"[3, 17, 51, 32, 47837, 31393, 21]",51,32,47837,24.0
"[3, 17, 51, 32, 47843, 16446, 11]",51,32,47843,12.0
"[3, 17, 51, 32, 47857, 25424, 17]",51,32,47857,96.0
"[3, 17, 51, 32, 47869, 31414, 21]",51,32,47869,24.0
"[3, 17, 51, 32, 47881, 37407, 25]",51,32,47881,48.0
"[3, 17, 51, 32, 47903, 46406, 31]",51,32,47903,12.0
"[3, 17, 51, 32, 47911, 34436, 23]",51,32,47911,12.0
"[3, 17, 51, 32, 47917, 7487, 5]",51,32,47917,24.0
"[3, 17, 51, 32, 47933, 31456, 21]",51,32,47933,24.0
"[3, 17, 51, 32, 47939, 16479, 11]",51,32,47939,12.0
"[3, 17, 51, 32, 47947, 4495, 3]",51,32,47947,12.0
"[3, 17, 51, 32, 47951, 22477, 15]",51,32,47951,12.0
"[3, 17, 51, 32, 47963, 28478, 19]",51,32,47963,12.0
"[3, 17, 51, 32, 47969, 1499, 1]",51,32,47969,96.0
"[3, 17, 51, 32, 47977, 37482, 25]",51,32,47977,48.0
"[3, 17, 51, 32, 47981, 7497, 5]",51,32,47981,24.0
"[3, 17, 51, 32, 48017, 25509, 17]",51,32,48017,96.0
"[3, 17, 51, 32, 48023, 10505, 7]",51,32,48023,12.0
"[3, 17, 51, 32, 48029, 31519, 21]",51,32,48029,24.0
"[3, 17, 51, 32, 48049, 25526, 17]",51,32,48049,96.0
"[3, 17, 51, 32, 48073, 37557, 25]",51,32,48073,48.0
"[3, 17, 51, 32, 48079, 22537, 15]",51,32,48079,12.0
"[3, 17, 51, 32, 48091, 28554, 19]",51,32,48091,12.0
"[3, 17, 51, 32, 48109, 7517, 5]",51,32,48109,24.0
"[3, 17, 51, 32, 48119, 10526, 7]",51,32,48119,12.0
"[3, 17, 51, 32, 48121, 13534, 9]",51,32,48121,48.0
"[3, 17, 51, 32, 48131, 16545, 11]",51,32,48131,12.0
"[3, 17, 51, 32, 48157, 31603, 21]",51,32,48157,24.0
"[3, 17, 51, 32, 48163, 16556, 11]",51,32,48163,12.0
"[3, 17, 51, 32, 48179, 40651, 27]",51,32,48179,12.0
"[3, 17, 51, 32, 48187, 28611, 19]",51,32,48187,12.0
"[3, 17, 51, 32, 48193, 1506, 1]",51,32,48193,96.0
"[3, 17, 51, 32, 48197, 19580, 13]",51,32,48197,24.0
"[3, 17, 51, 32, 48221, 31645, 21]",51,32,48221,24.0
"[3, 17, 51, 32, 48239, 22612, 15]",51,32,48239,12.0
"[3, 17, 51, 32, 48247, 10554, 7]",51,32,48247,12.0
"[3, 17, 51, 32, 48259, 16589, 11]",51,32,48259,12.0
"[3, 17, 51, 32, 48271, 22627, 15]",51,32,48271,12.0
"[3, 17, 51, 32, 48281, 13579, 9]",51,32,48281,48.0
"[3, 17, 51, 32, 48299, 4528, 3]",51,32,48299,12.0
"[3, 17, 51, 32, 48311, 10568, 7]",51,32,48311,12.0
"[3, 17, 51, 32, 48313, 13588, 9]",51,32,48313,48.0
"[3, 17, 51, 32, 48337, 25679, 17]",51,32,48337,96.0
"[3, 17, 51, 32, 48341, 43809, 29]",51,32,48341,24.0
"[3, 17, 51, 32, 48353, 1511, 1]",51,32,48353,96.0
"[3, 17, 51, 32, 48371, 40813, 27]",51,32,48371,12.0
"[3, 17, 51, 32, 48383, 46871, 31]",51,32,48383,12.0
"[3, 17, 51, 32, 48397, 7562, 5]",51,32,48397,24.0
"[3, 17, 51, 32, 48407, 10589, 7]",51,32,48407,12.0
"[3, 17, 51, 32, 48409, 13615, 9]",51,32,48409,48.0
"[3, 17, 51, 32, 48413, 31771, 21]",51,32,48413,24.0
"[3, 17, 51, 32, 48437, 43896, 29]",51,32,48437,24.0
"[3, 17, 51, 32, 48449, 1514, 1]",51,32,48449,96.0
"[3, 17, 51, 32, 48463, 22717, 15]",51,32,48463,12.0
"[3, 17, 51, 32, 48473, 13633, 9]",51,32,48473,48.0
"[3, 17, 51, 32, 48479, 46964, 31]",51,32,48479,12.0
"[3, 17, 51, 32, 48481, 1515, 1]",51,32,48481,96.0
"[3, 17, 51, 32, 48487, 34850, 23]",51,32,48487,12.0
"[3, 17, 51, 32, 48491, 4546, 3]",51,32,48491,12.0
"[3, 17, 51, 32, 48497, 25764, 17]",51,32,48497,96.0
"[3, 17, 51, 32, 48523, 4549, 3]",51,32,48523,12.0
"[3, 17, 51, 32, 48527, 22747, 15]",51,32,48527,12.0
"[3, 17, 51, 32, 48533, 43983, 29]",51,32,48533,24.0
"[3, 17, 51, 32, 48539, 28820, 19]",51,32,48539,12.0
"[3, 17, 51, 32, 48541, 31855, 21]",51,32,48541,24.0
"[3, 17, 51, 32, 48563, 40975, 27]",51,32,48563,12.0
"[3, 17, 51, 32, 48571, 28839, 19]",51,32,48571,12.0
"[3, 17, 51, 32, 48589, 7592, 5]",51,32,48589,24.0
"[3, 17, 51, 32, 48593, 25815, 17]",51,32,48593,96.0
"[3, 17, 51, 32, 48611, 16710, 11]",51,32,48611,12.0
"[3, 17, 51, 32, 48619, 4558, 3]",51,32,48619,12.0
"[3, 17, 51, 32, 48623, 22792, 15]",51,32,48623,12.0
"[3, 17, 51, 32, 48647, 34965, 23]",51,32,48647,12.0
"[3, 17, 51, 32, 48649, 38007, 25]",51,32,48649,48.0
"[3, 17, 51, 32, 48661, 44099, 29]",51,32,48661,24.0
"[3, 17, 51, 32, 48673, 1521, 1]",51,32,48673,96.0
"[3, 17, 51, 32, 48677, 19775, 13]",51,32,48677,24.0
"[3, 17, 51, 32, 48679, 34988, 23]",51,32,48679,12.0
"[3, 17, 51, 32, 48731, 28934, 19]",51,32,48731,12.0
"[3, 17, 51, 32, 48733, 31981, 21]",51,32,48733,24.0
"[3, 17, 51, 32, 48751, 22852, 15]",51,32,48751,12.0
"[3, 17, 51, 32, 48757, 44186, 29]",51,32,48757,24.0
"[3, 17, 51, 32, 48761, 13714, 9]",51,32,48761,48.0
"[3, 17, 51, 32, 48767, 47243, 31]",51,32,48767,12.0
"[3, 17, 51, 32, 48779, 4573, 3]",51,32,48779,12.0
"[3, 17, 51, 32, 48781, 7622, 5]",51,32,48781,24.0
"[3, 17, 51, 32, 48787, 41164, 27]",51,32,48787,12.0
"[3, 17, 51, 32, 48799, 47274, 31]",51,32,48799,12.0
"[3, 17, 51, 32, 48809, 38132, 25]",51,32,48809,48.0
"[3, 17, 51, 32, 48817, 25934, 17]",51,32,48817,96.0
"[3, 17, 51, 32, 48821, 44244, 29]",51,32,48821,24.0
"[3, 17, 51, 32, 48823, 10680, 7]",51,32,48823,12.0
"[3, 17, 51, 32, 48847, 22897, 15]",51,32,48847,12.0
"[3, 17, 51, 32, 48857, 13741, 9]",51,32,48857,48.0
"[3, 17, 51, 32, 48859, 29010, 19]",51,32,48859,12.0
"[3, 17, 51, 32, 48869, 19853, 13]",51,32,48869,24.0
"[3, 17, 51, 32, 48871, 35126, 23]",51,32,48871,12.0
"[3, 17, 51, 32, 48883, 41245, 27]",51,32,48883,12.0
"[3, 17, 51, 32, 48889, 13750, 9]",51,32,48889,48.0
"[3, 17, 51, 32, 48907, 4585, 3]",51,32,48907,12.0
"[3, 17, 51, 32, 48947, 41299, 27]",51,32,48947,12.0
"[3, 17, 51, 32, 48953, 13768, 9]",51,32,48953,48.0
"[3, 17, 51, 32, 48973, 7652, 5]",51,32,48973,24.0
"[3, 17, 51, 32, 48989, 32149, 21]",51,32,48989,24.0
"[3, 17, 51, 32, 48991, 47460, 31]",51,32,48991,12.0
"[3, 17, 51, 32, 49003, 4594, 3]",51,32,49003,12.0
"[3, 17, 51, 32, 49009, 26036, 17]",51,32,49009,96.0
"[3, 17, 51, 32, 49019, 29105, 19]",51,32,49019,12.0
"[3, 17, 51, 32, 49031, 35241, 23]",51,32,49031,12.0
"[3, 17, 51, 32, 49033, 38307, 25]",51,32,49033,48.0
"[3, 17, 51, 32, 49037, 7662, 5]",51,32,49037,24.0
"[3, 17, 51, 32, 49043, 41380, 27]",51,32,49043,12.0
"[3, 17, 51, 32, 49057, 1533, 1]",51,32,49057,96.0
"[3, 17, 51, 32, 49069, 7667, 5]",51,32,49069,24.0
"[3, 17, 51, 32, 49081, 13804, 9]",51,32,49081,48.0
"[3, 17, 51, 32, 49103, 23017, 15]",51,32,49103,12.0
"[3, 17, 51, 32, 49109, 44505, 29]",51,32,49109,24.0
"[3, 17, 51, 32, 49117, 32233, 21]",51,32,49117,24.0
"[3, 17, 51, 32, 49121, 1535, 1]",51,32,49121,96.0
"[3, 17, 51, 32, 49123, 16886, 11]",51,32,49123,12.0
"[3, 17, 51, 32, 49139, 41461, 27]",51,32,49139,12.0
"[3, 17, 51, 32, 49157, 19970, 13]",51,32,49157,24.0
"[3, 17, 51, 32, 49169, 26121, 17]",51,32,49169,96.0
"[3, 17, 51, 32, 49171, 41488, 27]",51,32,49171,12.0
"[3, 17, 51, 32, 49177, 13831, 9]",51,32,49177,48.0
"[3, 17, 51, 32, 49193, 38432, 25]",51,32,49193,48.0
"[3, 17, 51, 32, 49199, 23062, 15]",51,32,49199,12.0
"[3, 17, 51, 32, 49201, 26138, 17]",51,32,49201,96.0
"[3, 17, 51, 32, 49207, 10764, 7]",51,32,49207,12.0
"[3, 17, 51, 32, 49211, 29219, 19]",51,32,49211,12.0
"[3, 17, 51, 32, 49223, 35379, 23]",51,32,49223,12.0
"[3, 17, 51, 32, 49253, 20009, 13]",51,32,49253,24.0
"[3, 17, 51, 32, 49261, 7697, 5]",51,32,49261,24.0
"[3, 17, 51, 32, 49277, 32338, 21]",51,32,49277,24.0
"[3, 17, 51, 32, 49279, 47739, 31]",51,32,49279,12.0
"[3, 17, 51, 32, 49297, 26189, 17]",51,32,49297,96.0
"[3, 17, 51, 32, 49307, 29276, 19]",51,32,49307,12.0
"[3, 17, 51, 32, 49331, 41623, 27]",51,32,49331,12.0
"[3, 17, 51, 32, 49333, 44708, 29]",51,32,49333,24.0
"[3, 17, 51, 32, 49339, 29295, 19]",51,32,49339,12.0
"[3, 17, 51, 32, 49363, 41650, 27]",51,32,49363,12.0
"[3, 17, 51, 32, 49367, 10799, 7]",51,32,49367,12.0
"[3, 17, 51, 32, 49369, 13885, 9]",51,32,49369,48.0
"[3, 17, 51, 32, 49391, 23152, 15]",51,32,49391,12.0
"[3, 17, 51, 32, 49393, 26240, 17]",51,32,49393,96.0
"[3, 17, 51, 32, 49409, 1544, 1]",51,32,49409,96.0
"[3, 17, 51, 32, 49411, 16985, 11]",51,32,49411,12.0
"[3, 17, 51, 32, 49417, 38607, 25]",51,32,49417,48.0
"[3, 17, 51, 32, 49429, 44795, 29]",51,32,49429,24.0
"[3, 17, 51, 32, 49433, 13903, 9]",51,32,49433,48.0
"[3, 17, 51, 32, 49451, 4636, 3]",51,32,49451,12.0
"[3, 17, 51, 32, 49459, 41731, 27]",51,32,49459,12.0
"[3, 17, 51, 32, 49463, 10820, 7]",51,32,49463,12.0
"[3, 17, 51, 32, 49477, 20100, 13]",51,32,49477,24.0
"[3, 17, 51, 32, 49481, 38657, 25]",51,32,49481,48.0
"[3, 17, 51, 32, 49499, 29390, 19]",51,32,49499,12.0
"[3, 17, 51, 32, 49523, 41785, 27]",51,32,49523,12.0
"[3, 17, 51, 32, 49529, 13930, 9]",51,32,49529,48.0
"[3, 17, 51, 32, 49531, 29409, 19]",51,32,49531,12.0
"[3, 17, 51, 32, 49537, 1548, 1]",51,32,49537,96.0
"[3, 17, 51, 32, 49547, 4645, 3]",51,32,49547,12.0
"[3, 17, 51, 32, 49549, 7742, 5]",51,32,49549,24.0
"[3, 17, 51, 32, 49559, 10841, 7]",51,32,49559,12.0
"[3, 17, 51, 32, 49597, 32548, 21]",51,32,49597,24.0
"[3, 17, 51, 32, 49603, 17051, 11]",51,32,49603,12.0
"[3, 17, 51, 32, 49613, 7752, 5]",51,32,49613,24.0
"[3, 17, 51, 32, 49627, 29466, 19]",51,32,49627,12.0
"[3, 17, 51, 32, 49633, 1551, 1]",51,32,49633,96.0
"[3, 17, 51, 32, 49639, 35678, 23]",51,32,49639,12.0
"[3, 17, 51, 32, 49663, 48111, 31]",51,32,49663,12.0
"[3, 17, 51, 32, 49667, 17073, 11]",51,32,49667,12.0
"[3, 17, 51, 32, 49669, 20178, 13]",51,32,49669,24.0
"[3, 17, 51, 32, 49681, 26393, 17]",51,32,49681,96.0
"[3, 17, 51, 32, 49697, 1553, 1]",51,32,49697,96.0
"[3, 17, 51, 32, 49711, 23302, 15]",51,32,49711,12.0
"[3, 17, 51, 32, 49727, 48173, 31]",51,32,49727,12.0
"[3, 17, 51, 32, 49739, 4663, 3]",51,32,49739,12.0
"[3, 17, 51, 32, 49741, 7772, 5]",51,32,49741,24.0
"[3, 17, 51, 32, 49747, 41974, 27]",51,32,49747,12.0
"[3, 17, 51, 32, 49757, 32653, 21]",51,32,49757,24.0
"[3, 17, 51, 32, 49783, 10890, 7]",51,32,49783,12.0
"[3, 17, 51, 32, 49787, 29561, 19]",51,32,49787,12.0
"[3, 17, 51, 32, 49789, 32674, 21]",51,32,49789,24.0
"[3, 17, 51, 32, 49801, 38907, 25]",51,32,49801,48.0
"[3, 17, 51, 32, 49807, 23347, 15]",51,32,49807,12.0
"[3, 17, 51, 32, 49811, 42028, 27]",51,32,49811,12.0
"[3, 17, 51, 32, 49823, 48266, 31]",51,32,49823,12.0
"[3, 17, 51, 32, 49831, 35816, 23]",51,32,49831,12.0
"[3, 17, 51, 32, 49843, 42055, 27]",51,32,49843,12.0
"[3, 17, 51, 32, 49853, 32716, 21]",51,32,49853,24.0
"[3, 17, 51, 32, 49871, 23377, 15]",51,32,49871,12.0
"[3, 17, 51, 32, 49877, 45201, 29]",51,32,49877,24.0
"[3, 17, 51, 32, 49891, 17150, 11]",51,32,49891,12.0
"[3, 17, 51, 32, 49919, 48359, 31]",51,32,49919,12.0
"[3, 17, 51, 32, 49921, 1560, 1]",51,32,49921,96.0
"[3, 17, 51, 32, 49927, 35885, 23]",51,32,49927,12.0
"[3, 17, 51, 32, 49937, 26529, 17]",51,32,49937,96.0
"[3, 17, 51, 32, 49939, 42136, 27]",51,32,49939,12.0
"[3, 17, 51, 32, 49943, 10925, 7]",51,32,49943,12.0
"[3, 17, 51, 32, 49957, 20295, 13]",51,32,49957,24.0
"[3, 17, 51, 32, 49991, 35931, 23]",51,32,49991,12.0
"[3, 17, 51, 32, 49993, 39057, 25]",51,32,49993,48.0
"[3, 17, 51, 32, 49999, 23437, 15]",51,32,49999,12.0
"[3, 17, 51, 32, 50021, 20321, 13]",51,32,50021,24.0
"[3, 17, 51, 32, 50023, 35954, 23]",51,32,50023,12.0
"[3, 17, 51, 32, 50033, 26580, 17]",51,32,50033,96.0
"[3, 17, 51, 32, 50047, 48483, 31]",51,32,50047,12.0
"[3, 17, 51, 32, 50051, 17205, 11]",51,32,50051,12.0
"[3, 17, 51, 32, 50053, 20334, 13]",51,32,50053,24.0
"[3, 17, 51, 32, 50069, 45375, 29]",51,32,50069,24.0
"[3, 17, 51, 32, 50077, 32863, 21]",51,32,50077,24.0
"[3, 17, 51, 32, 50087, 36000, 23]",51,32,50087,12.0
"[3, 17, 51, 32, 50093, 7827, 5]",51,32,50093,24.0
"[3, 17, 51, 32, 50101, 45404, 29]",51,32,50101,24.0
"[3, 17, 51, 32, 50111, 48545, 31]",51,32,50111,12.0
"[3, 17, 51, 32, 50119, 36023, 23]",51,32,50119,12.0
